tmdb_id,title,poster_path
1296504,Stand Your Ground,/vKB59pPIYvjRxxEXoRoyUfaiBoD.jpg
496243,Parasite,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg
9479,The Nightmare Before Christmas,/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg
822119,Captain America: Brave New World,/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg
15121,The Sound of Music,/c6CrUZypAsBCaRWX0M3RVRDbhNS.jpg
27860,Pterodactyl,/cSSfDX8ixzA9Yb4nYIwEtqiKxPa.jpg
1267905,The Roses,/98n5HnCJ5LnXKIMNP9SBfVNyxCE.jpg
1441563,My Secret Santa,/tpOAzBasKPsKwsUtPZOx1Mzuqq3.jpg
1581,The Holiday,/n26GUumac5MrzpJiv0DPI7MMIUJ.jpg
1100988,28 Years Later,/mIg1qCkVxnAlM2TK3RUF0tdEXlE.jpg
98,Gladiator,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg
310133,Cop Car,/6MCvmPcMdbmdsIeRNQhKzLcZorP.jpg
75656,Now You See Me,/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg
12536,Home Alone 4,/qRktvMOO2QaCL7gvNyvZDoxPOZj.jpg
338969,The Toxic Avenger Unrated,/cCWojb6N9UcTzNVtS4bOM3vQ30x.jpg
1151031,Bring Her Back,/1Q3GlCXGYWELifxANYZ5OVMRVZl.jpg
786892,Furiosa: A Mad Max Saga,/iADOJ8Zymht2JPMoy3R7xceZprc.jpg
766507,Prey,/2FKjLRt7oK1bRRIrxgWmthbBdFh.jpg
109451,Cloudy with a Chance of Meatballs 2,/ss5NcK2NWFg2YcKKYXLrk8q1myS.jpg
912649,Venom: The Last Dance,/1RaSkWakWBxxYOWRrqmwo2my5zg.jpg
159824,Hotel Transylvania 2,/3nFnrivNgipSKZ8LZJJbRSlAcTR.jpg
502356,The Super Mario Bros. Movie,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg
762509,Mufasa: The Lion King,/lurEK87kukWNaHd0zYnsi3yzJrs.jpg
749170,Heads of State,/lVgE5oLzf7ABmzyASEVcjYyHI41.jpg
1009640,Valiant One,/sT8Z14RDCAd6szzxzWFAU4xcMwg.jpg
936108,Smurfs,/8o6lkhL32xQJeB52IIG1us5BVey.jpg
1261825,Oh. What. Fun.,/qynCyBKCJUUcj4wo4PE2aQVvote.jpg
438631,Dune,/d5NXSklXo0qyIYkgV94XAgMIckC.jpg
1726,Iron Man,/78lPtwv72eTNqFW9COBYI0dWDJa.jpg
950396,The Gorge,/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg
157350,Divergent,/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg
1287571,Agak Laen: Menyala Pantiku!,/48Lbiwc8QiaGXhpfHkWExLgIcaa.jpg
539972,Kraven the Hunter,/i47IUSsN126K11JUzqQIOi1Mg1M.jpg
680,Pulp Fiction,/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg
10138,Iron Man 2,/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg
76341,Mad Max: Fury Road,/hA2ple9q4qnwxp3hKVNhroipsir.jpg
68718,Django Unchained,/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg
1591771,Zootopia 3,/gramV8L8bzYnd3jHFmf8QKOMW86.jpg
105,Back to the Future,/vN5B5WgYscRGcQpVhHl6p9DDTP0.jpg
673,Harry Potter and the Prisoner of Azkaban,/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg
549053,Last Christmas,/kDEjffiKgjuGo2DRzsqfjvW0CQh.jpg
361743,Top Gun: Maverick,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg
1161617,Code 3,/gIAYMDb5mIAeCAj76q1sRsKjkzo.jpg
22,Pirates of the Caribbean: The Curse of the Black Pearl,/kvDwL2gTf6yxujbsWbsGQB3Z9Wa.jpg
1125257,Freakier Friday,/9wV65OmsjLAqBfDnYTkMPutXH8j.jpg
10208,Muppets from Space,/Aww9cF4uMsbald9ddhCYFoP4gBi.jpg
287903,Krampus,/mzPCU6xQ2XQmD76cDVZPm5PZAaS.jpg
1184918,The Wild Robot,/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg
299534,Avengers: Endgame,/bR8ISy1O9XQxqiy0fQFw2BX72RQ.jpg
129,Spirited Away,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg
862,Toy Story,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg
153104,Wicked Minds,/A6A15cDR8mpdOxW4y7UzFanzbM0.jpg
11395,The Santa Clause,/hvV2rI60qOYELT7tHHLpxtafnBZ.jpg
1011477,Karate Kid: Legends,/c90Lt7OQGsOmhv6x4JoFdoHzw5l.jpg
767,Harry Potter and the Half-Blood Prince,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg
1376434,Predator: Killer of Killers,/2XDQa6EmFHSA37j1t0w88vpWqj9.jpg
646315,The Legendary Lighter,/h5fCwKCnKAKxdX6onTnrU6MeYe8.jpg
387824,Mom's Friend,/eLEqhVjleFUgxYWtgIgZ0gHdi3o.jpg
9647,Scrooged,/uO0znfB2ZzTXA1IS7jkrjNbpkYK.jpg
2493,The Princess Bride,/2FC9L9MrjBoGHYjYZjdWQdopVYb.jpg
823219,Flow,/zME0Ul0w48MKkYBnFRn40M5qgLh.jpg
4348,Pride & Prejudice,/v5gShop7147X33ytbcC2u05KDuc.jpg
850,A Christmas Story,/34nSHYqmb7222tiqiuKqKJmZiQa.jpg
49026,The Dark Knight Rises,/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg
870360,The Day the Earth Blew Up: A Looney Tunes Movie,/s2lB1kaYCdGSnZX5meQCiOR6HfX.jpg
1084199,Companion,/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg
216015,Fifty Shades of Grey,/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg
12444,Harry Potter and the Deathly Hallows: Part 1,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg
372058,Your Name.,/q719jXXEzOoYaps6babgKnONONX.jpg
1071585,M3GAN 2.0,/4a63rQqIDTrYNdcnTXdPsQyxVLo.jpg
1106289,The Pickup,/vFWvWhfAvij8UIngg2Vf6JV95Cr.jpg
1156593,Your Fault,/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg
1244531,Beast of War,/2xgDjVEOtu5LlbPEngxfbCqWEFg.jpg
899112,Violent Night,/e8CpMgdyihz9Td7amQDqubPuzfN.jpg
17015,Persuasion,/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg
11324,Shutter Island,/nrmXQ0zcZUL8jFLrakWc90IR8z9.jpg
1135855,Kelas Bintang - Mangga Muda,/3H0p2Q631g09LJBG3JzuGzd0x50.jpg
1097870,Dear Santa,/fRbDHbGBXg6kwQYr3CRYeKPJW5q.jpg
